21.809,-1.001709,0.09155273,-0.09130859,-17.55378,0,-1.098633,-0.9765625,-1.831055,877.2147,-16.03906,1.585938,-1.367188
21.839,-0.996582,0.09301758,-0.09057617,-17.74673,0,-1.342773,-0.793457,-1.525879,877.2134,-16,1.496094,-1.519531
21.869,-0.9914551,0.09790039,-0.07397461,-18.0413,0,-0.6713867,-0.1220703,-0.9765625,877.2134,-15.87891,1.511719,-1.152344
21.899,-0.9985352,0.09790039,-0.08886719,-18.31054,0,-0.06103516,1.464844,-1.037598,877.2139,-16.00781,1.570313,-1.285156
21.929,-0.9870605,0.07958984,-0.09472656,-18.36201,0,-0.3051758,0.8544922,-0.8544922,877.215,-15.99219,1.46875,-1.328125
21.959,-0.9990234,0.08642578,-0.09692383,-18.31538,-5.641011,-1.159668,-0.5493164,-1.159668,877.217,-15.92969,1.300781,-1.582031
21.989,-1.002197,0.0949707,-0.08300781,-18.15345,-2.768878,-1.159668,-1.647949,-0.6713867,877.2167,-15.94922,1.460938,-1.441406
22.019,-1.000977,0.09228516,-0.08642578,-18.32244,-0.8455668,-0.06103516,-0.4882813,-0.4882813,877.2153,-16.08984,1.660156,-1.394531
22.049,-1.001709,0.1010742,-0.0793457,-18.57087,-0.9723908,-0.3051758,-0.4882813,-0.3051758,877.2162,-15.91406,1.40625,-1.195313
22.079,-1.010254,0.1105957,-0.08691406,-18.63064,-2.170077,-0.6713867,0.1220703,0.06103516,877.2185,-15.96094,1.34375,-1.402344
22.109,-0.9916992,0.0859375,-0.08935547,-18.49772,-2.468282,-0.2441406,1.220703,-0.3051758,877.2175,-15.91016,1.363281,-1.335938
22.139,-0.9885254,0.07910156,-0.08813477,-18.05779,-0.1022034,-1.098633,0,-0.7324219,877.2146,-15.83203,1.28125,-1.480469
22.169,-0.9936523,0.08935547,-0.08911133,-17.87012,3.746406,-1.159668,0.3662109,-0.8544922,877.2131,-15.89063,1.421875,-1.394531
22.199,-0.9897461,0.08959961,-0.1000977,-17.78304,6.343419,0.6713867,1.586914,-0.06103516,877.2119,-15.92969,1.6875,-1.621094
22.229,-0.973877,0.08203125,-0.09082031,-17.75261,6.401763,1.831055,0.9765625,0.8544922,877.2107,-15.79688,1.511719,-1.492188
22.259,-0.9777832,0.07421875,-0.1037598,-17.79553,4.298675,0.3662109,-2.197266,-0.9765625,877.2095,-15.51172,1.136719,-1.40625
22.289,-0.9943848,0.08398438,-0.1052246,-17.93706,0.8170342,-0.6713867,-3.967285,-2.01416,877.2083,-15.74219,1.25,-1.523438
22.319,-0.996582,0.09057617,-0.09155273,-17.88877,-0.5697139,-0.9765625,-5.065918,-1.403809,877.2073,-15.94922,1.367188,-1.617188
22.349,-0.9951172,0.08764648,-0.08203125,-17.82024,-0.7009336,-0.1831055,-4.333496,-1.342773,877.2087,-16.00391,1.398438,-1.480469
22.379,-1.012939,0.09814453,-0.08691406,-17.94549,-0.943087,-0.4272461,-3.356934,-1.464844,877.2124,-16.16797,1.503906,-1.375
22.409,-1.011475,0.09204102,-0.08447266,-18.16951,-1.739666,-0.06103516,-1.037598,-1.220703,877.214,-16.21484,1.28125,-1.363281
22.439,-1.016602,0.0847168,-0.09277344,-18.53307,-3.759527,0.5493164,0.1220703,-0.3051758,877.2151,-16.33984,1.550781,-1.484375
22.469,-1.019043,0.07885742,-0.09765625,-18.56269,-5.459173,0.1220703,1.77002,0.3051758,877.2147,-16.32031,1.371094,-1.523438
22.499,-1.001953,0.09008789,-0.09472656,-18.53485,-5.512587,0.5493164,2.624512,0.4272461,877.2134,-16.22266,1.523438,-1.574219
22.529,-0.9995117,0.08422852,-0.09716797,-18.23403,-2.446044,0.5493164,2.807617,0.4882813,877.2157,-16.03125,1.328125,-1.523438
22.559,-0.9899902,0.08569336,-0.09350586,-17.79182,2.679397,-0.1220703,2.441406,1.159668,877.2212,-15.83984,1.382813,-1.574219
22.589,-0.9838867,0.08520508,-0.1010742,-17.13101,9.165422,0.6713867,3.051758,1.647949,877.2214,-15.73047,1.351563,-1.488281
22.619,-0.9714355,0.07397461,-0.09960938,-16.77908,12.92549,-0.1831055,2.868652,1.159668,877.2214,-15.62891,1.234375,-1.574219
22.649,-0.9870605,0.07788086,-0.1057129,-16.64214,13.79922,-2.685547,-0.9765625,0.3662109,877.2204,-15.60938,1.078125,-1.484375
22.679,-0.9936523,0.08007813,-0.1120605,-16.74047,10.73217,-1.464844,0,0.5493164,877.218,-15.92188,1.328125,-1.75
22.708,-1.002197,0.08203125,-0.09350586,-16.91838,5.451918,-2.441406,-1.89209,1.586914,877.2181,-15.92188,1.335938,-1.558594
22.739,-1.008057,0.1113281,-0.07373047,-17.27694,-1.193061,-1.708984,-0.6103516,1.220703,877.2185,-16.06641,1.46875,-1.332031
22.768,-1.020508,0.1296387,-0.06591797,-17.70076,-6.40668,3.845215,-0.9155273,-0.4272461,877.2183,-16.29688,1.953125,-1.019531
