28.295,0.9858398,0.0501709,-0.0300293,6.49977,0,-13.85498,11.71875,17.45605,875.3646
28.325,0.9866943,-0.002929688,-0.05871582,5.991545,0,-15.13672,13.67188,18.67676,875.3655
28.355,0.9835205,0.02990723,-0.06420898,5.068272,0,-17.45605,15.56396,20.75195,875.3651
28.385,0.9681396,0.04394531,-0.02722168,4.675142,0,-17.02881,17.94434,22.3999,875.3638
28.415,0.9801025,0.07519531,0.02355957,4.513163,0,-17.39502,20.32471,23.19336,875.3631
28.445,0.9858398,0.08996582,0.07946777,4.580439,-13.73803,-20.20264,19.9585,21.54541,875.3625
28.475,0.9593506,0.1749268,-0.003173828,4.850084,-6.983605,-33.08105,18.43262,19.65332,875.3599
28.505,1.367798,0.3151855,-0.03833008,5.431588,2.293982,-19.34814,15.13672,14.22119,875.3552
28.535,1.29834,-0.0213623,0.1656494,6.500973,11.57531,-0.3051758,-18.24951,13.24463,875.3535
28.565,1.16748,-0.1936035,0.2537842,8.094725,23.09611,-18.55469,-32.22656,15.625,875.3528
28.595,1.195313,-0.1741943,0.1916504,9.136578,31.98477,-34.79004,-42.17529,16.05225,875.352
28.625,1.210571,-0.09851074,0.1124268,10.33803,38.23663,-40.16113,-49.56055,11.90186,875.3516
28.655,1.122925,-0.1624756,-0.03125,12.36147,44.95471,-33.93555,-48.58398,6.591797,875.3516
28.685,1.107544,-0.3470459,-0.2416992,15.84915,57.85008,-36.37695,-40.46631,0.6713867,875.3516
28.715,1.097412,-0.3409424,-0.3449707,20.90784,82.1207,-23.74268,-39.67285,-7.873535,875.3495
28.745,0.9810791,-0.2828369,-0.3977051,26.03337,113.982,-9.70459,-43.88428,-12.87842,875.345
28.775,0.9736328,-0.1945801,-0.3326416,31.06291,142.5703,1.403809,-45.28809,-24.53613,875.3427
28.805,0.9002686,-0.1934814,-0.2766113,35.44599,158.2756,10.74219,-38.45215,-32.10449,875.3411
28.835,0.8991699,-0.1945801,-0.2507324,37.52119,149.5278,13.06152,-33.3252,-37.47559,875.3399
28.865,0.9354248,-0.1871338,-0.1882324,38.35942,120.0995,9.399414,-30.63965,-43.70117,875.3391
28.895,0.9334717,-0.2504883,-0.1271973,38.55038,82.42835,10.31494,-31.31104,-50.96436,875.3385
28.925,0.9373779,-0.2508545,-0.04748535,38.38723,44.54571,5.126953,-31.79932,-54.62646,875.3381
28.955,0.951416,-0.1795654,0.03198242,37.18505,10.93749,2.868652,-35.27832,-55.84717,875.3363
28.985,0.9674072,-0.08459473,0.05615234,35.07563,-15.15624,0.8544922,-38.20801,-55.9082,875.3333
29.015,0.9630127,-0.02490234,0.06835938,31.91589,-41.75626,6.225586,-35.5835,-55.9082,875.3311
29.045,0.9697266,0.04919434,0.1268311,30.12578,-60.61567,13.42773,-29.47998,-53.71094,875.3291
29.075,0.9747314,0.09033203,0.1956787,28.66354,-69.48194,16.6626,-28.38135,-52.49023,875.3295
29.105,0.9519043,0.1365967,0.2524414,27.15275,-67.79799,14.89258,-27.28271,-46.44775,875.3313
29.135,0.9265137,0.168335,0.2493896,24.75358,-64.15418,14.22119,-21.42334,-39.18457,875.3333
29.165,0.8892822,0.1845703,0.1990967,21.69715,-65.44863,13.12256,-13.91602,-31.25,875.3359
29.195,0.8393555,0.1640625,0.1640625,19.45703,-72.99247,17.82227,-6.103516,-20.20264,875.3346
29.225,0.8046875,0.1630859,0.1270752,17.71721,-77.02404,24.78027,2.075195,-10.62012,875.3308
29.255,0.7836914,0.1068115,0.104248,16.47047,-73.10536,33.38623,10.37598,-0.8544922,875.3326
29.285,0.8068848,0.03747559,0.05749512,15.98173,-58.36106,38.0249,18.18848,5.981445,875.3376
29.315,0.7424316,-0.02807617,0.07727051,15.74916,-39.44055,26.9165,20.38574,11.2915,875.3399
29.345,0.7910156,-0.02685547,0.06628418,15.29166,-25.92356,15.25879,28.25928,17.39502,875.3416
29.375,1.289551,0.006958008,0.2054443,14.75074,-17.71561,-19.04297,44.18945,20.56885,875.3438
29.405,1.664673,1.322754,0.8099365,14.02133,-15.6154,10.19287,38.45215,-37.65869,875.3462
29.435,0.6837158,-0.3536377,0.2091064,14.07141,-14.54856,34.05762,5.310059,22.2168,875.3464
