25.247,-1.084717,-0.1135254,-0.2258301,5.389199,0,-0.06103516,-43.02979,-29.84619,875.0829
25.278,-1.003052,-0.2042236,-0.2097168,5.878237,0,-1.89209,-30.57861,-29.96826,875.0808
25.307,-0.9968262,-0.05102539,-0.2380371,6.693754,0,-13.18359,-25.87891,-26.7334,875.0794
25.336,-0.993042,-0.02282715,-0.1855469,6.722103,0,-18.12744,-20.87402,-18.67676,875.0784
25.366,-1.026367,-0.0189209,-0.1417236,6.680218,0,-13.67188,-16.78467,-16.05225,875.0771
25.396,-1.008179,0.02392578,-0.1652832,6.343521,6.937416,4.150391,-16.05225,-19.53125,875.0759
25.426,-1.007568,-0.05200195,-0.15979,6.36322,1.242858,12.45117,-17.7002,-19.83643,875.0739
25.456,-0.9815674,-0.03515625,-0.1645508,6.494792,-2.306174,9.82666,-18.98193,-17.27295,875.0713
25.486,-0.9761963,-0.08410645,-0.1851807,6.477494,-1.675835,9.399414,-16.41846,-15.44189,875.0716
25.516,-0.9644775,-0.1112061,-0.2208252,6.232481,-1.623993,2.929688,-15.01465,-12.93945,875.0732
25.546,-0.9716797,-0.09362793,-0.2216797,4.984212,-6.86291,-0.6713867,-13.91602,-10.98633,875.0758
25.576,-0.9813232,-0.1136475,-0.2479248,4.105778,-15.29901,1.220703,-13.3667,-9.70459,875.0798
25.606,-0.9630127,-0.09179688,-0.2738037,3.356877,-22.90761,5.004883,-12.63428,-8.911133,875.08
25.636,-0.9543457,-0.1391602,-0.3175049,3.007184,-25.5779,9.58252,-13.24463,-6.347656,875.0801
25.667,-0.965332,-0.1369629,-0.2739258,2.758007,-22.77248,8.239746,-11.90186,-6.347656,875.0824
25.696,-0.956543,-0.1184082,-0.2460938,2.338395,-16.72882,4.577637,-10.80322,-6.408691,875.0869
25.726,-0.9487305,-0.09802246,-0.2303467,2.163415,-12.38487,2.441406,-12.69531,-5.981445,875.0867
25.756,-0.9310303,-0.07263184,-0.2520752,2.100588,-8.800313,3.967285,-15.07568,-6.713867,875.0854
25.786,-0.9632568,-0.104248,-0.2663574,2.101245,-6.373063,5.859375,-18.37158,-7.080078,875.087
25.816,-0.9362793,-0.1201172,-0.3197021,2.108866,-3.833351,5.615234,-19.104,-7.263184,875.0908
25.846,-0.9406738,-0.1223145,-0.321167,2.142907,-1.086122,5.92041,-20.44678,-7.324219,875.0913
25.876,-0.8812256,-0.1223145,-0.392334,2.20361,0.3195722,1.953125,-19.16504,-6.103516,875.0916
25.906,-0.9194336,-0.1496582,-0.3630371,2.301415,1.281211,4.638672,-21.42334,-5.432129,875.0898
