25.725,0.9980469,-0.08447266,-0.01416016,9.764953,0,2.01416,1.159668,0.1831055,877.1533,16.03906,-1.46875,-0.2265625
25.755,0.9804688,-0.07397461,-0.01391602,9.710984,0,1.89209,0.3662109,0.1831055,877.1531,15.94531,-1.378906,-0.2304688
25.785,0.998291,-0.07446289,-0.009277344,9.553244,0,2.807617,-0.1220703,0.3662109,877.1528,15.91406,-1.117188,-0.1875
25.815,1.007568,-0.07666016,-0.02490234,9.280019,0,2.685547,0,0.1831055,877.1523,16.01172,-1.21875,-0.265625
25.845,1.004395,-0.09667969,-0.02734375,9.298581,0,3.051758,-0.06103516,0.5493164,877.1522,16.16016,-1.441406,-0.4375
25.875,0.9926758,-0.104248,-0.02954102,9.369427,-3.321965,3.295898,0.4272461,0.6103516,877.1521,16.02344,-1.609375,-0.3828125
25.905,0.998291,-0.09765625,-0.03271484,9.346256,-2.244312,3.479004,0.1220703,0.8544922,877.1508,15.82422,-1.535156,-0.3828125
25.935,0.9912109,-0.1018066,-0.01586914,9.203518,-1.408636,3.051758,0.2441406,0.8544922,877.1482,15.96484,-1.625,-0.3710938
25.965,1.000977,-0.09008789,-0.02587891,8.795561,-2.600619,2.807617,0.793457,0.9155273,877.1494,15.86719,-1.648438,-0.3242188
25.995,1.003418,-0.06323242,-0.01904297,8.77889,-4.250278,3.234863,0.3662109,1.403809,877.1528,16.00781,-1.179688,-0.359375
26.025,0.9995117,-0.06518555,-0.01245117,8.775557,-4.837526,4.333496,-0.7324219,1.77002,877.1559,16.01953,-1.0625,-0.1210938
26.055,0.9970703,-0.0715332,-0.0144043,8.776077,-3.95376,5.126953,-0.9765625,2.258301,877.1597,16.03125,-1.070313,-0.1953125
26.085,0.9907227,-0.07983398,-0.01098633,8.886156,-1.570092,5.981445,-1.281738,2.13623,877.1615,15.86328,-1.308594,-0.04296875
26.115,0.994873,-0.09057617,-0.01928711,9.310833,2.760644,5.859375,-1.464844,2.502441,877.1626,15.95703,-1.324219,-0.1601563
26.145,0.9926758,-0.1242676,-0.02026367,9.683149,5.94019,5.554199,-1.77002,2.380371,877.1657,15.94531,-1.761719,-0.3164063
26.175,0.9943848,-0.1447754,-0.03491211,9.968066,8.674699,2.441406,-1.77002,1.831055,877.1702,15.91016,-2.257813,-0.3984375
26.205,1.001221,-0.1384277,-0.03344727,9.992472,9.238117,0.1831055,-1.525879,1.037598,877.1694,15.85938,-2.363281,-0.4960938
