26.68,0.322998,-0.548584,0.7619629,107.3604,0,1.831055,-0.1831055,-0.793457,2.723068,5.203125,-8.71875,12.30859,-71.875,-89.27778,81.25,-0.2297707,-0.1916504,-0.9227333,-0.2432022,-109.316,-109.6102,-152.9073
26.71,0.3232422,-0.5422363,0.7558594,107.304,0,3.662109,0.06103516,-0.7324219,2.7229,5.058594,-8.75,12.03906,-74,-89,83,-0.2296753,-0.1916504,-0.9229126,-0.2424927,-109.328,-109.6274,-152.7282
26.74,0.3217773,-0.5483398,0.7578125,107.3288,0,1.586914,0,-0.4882813,2.7229,5.292969,-8.722656,12.40625,-74,-90.5,83,-0.2296384,-0.1916313,-0.9230112,-0.2421721,-109.3346,-109.6364,-152.6476
26.77,0.3273926,-0.5393066,0.7460938,107.5482,0,-0.5493164,-0.3051758,-0.4272461,2.7229,5.140625,-8.796875,12.14063,-74,-94,83,-0.2296143,-0.1915894,-0.9230957,-0.2419434,-109.3405,-109.644,-152.59
26.8,0.3256836,-0.546875,0.7570801,107.5772,0,-0.2441406,0.1220703,0,2.722977,5.214844,-8.726563,12.12891,-75.25,-90.875,82.375,-0.2296486,-0.1915588,-0.923069,-0.2420616,-109.3415,-109.6442,-152.6241
26.83,0.326416,-0.5454102,0.7441406,107.5766,2.018593,-1.77002,-0.5493164,0.1220703,2.723145,5.144531,-8.835938,12.14453,-78,-83,81,-0.2297363,-0.1915283,-0.9229736,-0.2424316,-109.3403,-109.6403,-152.7262
26.86,0.3259277,-0.543457,0.763916,107.3413,0.9131867,-1.831055,-0.4882813,0.2441406,2.723145,5.199219,-8.734375,12.26172,-78,-83.875,83.375,-0.2298611,-0.1915283,-0.9228488,-0.2428279,-109.3412,-109.6381,-152.8436
26.89,0.3261719,-0.5478516,0.755127,107.1444,-1.46953,-1.403809,-0.1831055,0.1220703,2.723145,5.058594,-8.769531,11.96484,-78,-88,89,-0.2300415,-0.1915283,-0.9226685,-0.2433472,-109.3442,-109.6372,-153.0031
26.921,0.3254395,-0.5449219,0.7561035,107.1206,-3.480024,0.5493164,0.3051758,-0.3662109,2.723145,5.046875,-8.832031,12.03125,-75.75127,-90.55141,89,-0.2300415,-0.1915283,-0.9226246,-0.2433926,-109.3431,-109.6357,-153.0166
26.951,0.3193359,-0.5493164,0.7502441,107.3339,-2.624,1.342773,-0.3051758,-0.1220703,2.723145,5.234375,-8.667969,12.05078,-71,-93,89,-0.2300415,-0.1915283,-0.9226074,-0.2434082,-109.3428,-109.6352,-153.0214
26.981,0.329834,-0.548584,0.7641602,107.7238,0.649472,2.075195,-0.06103516,-0.6713867,2.723145,5.125,-8.769531,12.10156,-73.07736,-93.70738,87.74793,-0.2300606,-0.1915474,-0.9226419,-0.2432591,-109.3486,-109.6421,-152.9917
27.011,0.322998,-0.5471191,0.7556152,107.6433,3.264134,-0.9155273,-0.5493164,0.2441406,2.723145,5.234375,-8.710938,12.10547,-79,-94,85,-0.2301025,-0.1915894,-0.9227295,-0.2429199,-109.3618,-109.6576,-152.9231
27.041,0.3195801,-0.5483398,0.7617188,107.5248,3.658181,-0.3662109,-0.4272461,-0.1220703,2.723145,5.167969,-8.753906,12.05078,-78.75,-94,85.375,-0.2301949,-0.1916199,-0.9226799,-0.2430038,-109.3678,-109.6629,-152.9634
27.071,0.3215332,-0.5500488,0.7475586,107.5362,2.447784,-1.281738,-0.5493164,0.06103516,2.723145,5.210938,-8.855469,12.08203,-77,-94,87,-0.2303467,-0.1916504,-0.9225464,-0.2432861,-109.3742,-109.6669,-153.0642
27.101,0.3232422,-0.548584,0.751709,107.7028,1.107988,-3.234863,-0.1831055,0.4272461,2.723145,5.21875,-8.746094,12.21094,-77,-92.4375,86.5,-0.2304688,-0.1916161,-0.922411,-0.2437609,-109.3735,-109.6628,-153.1993
27.131,0.3208008,-0.5576172,0.7548828,107.9857,1.42851,-1.220703,-0.1831055,-0.3662109,2.723145,5.136719,-8.863281,12.07813,-77,-89,85,-0.2305908,-0.1915283,-0.9222412,-0.2445068,-109.3662,-109.6502,-153.394
27.161,0.3217773,-0.5541992,0.7565918,107.9034,2.714484,-2.075195,0,-0.2441406,2.723145,5.144531,-8.785156,11.96875,-75.125,-90.5625,85.1875,-0.2307354,-0.1913634,-0.9220886,-0.2450239,-109.3715,-109.6518,-153.5484
27.191,0.317627,-0.5627441,0.7524414,107.7717,2.494094,-1.953125,-0.1831055,-0.9765625,2.723145,5.199219,-8.777344,11.97266,-71,-95,86,-0.230896,-0.1911011,-0.921936,-0.2454834,-109.384,-109.6611,-153.6973
27.221,0.3217773,-0.5510254,0.7431641,107.7444,1.109975,-3.234863,-0.7324219,-1.403809,2.723145,5.132813,-8.832031,12.04688,-71.875,-95,85.4375,-0.2311358,-0.1907361,-0.9218068,-0.2460394,-109.4051,-109.6786,-153.8828
27.251,0.3271484,-0.5534668,0.7524414,107.729,-0.6903075,-0.7324219,-0.1220703,-1.647949,2.723145,5.300781,-8.824219,11.85547,-75,-95,84,-0.2314453,-0.1902466,-0.9216919,-0.2466431,-109.4364,-109.706,-154.0945
27.281,0.3320313,-0.5510254,0.762207,107.7145,-1.816072,-2.685547,0,-1.342773,2.723145,5.261719,-8.914063,11.99219,-76.20833,-93.75,83.39583,-0.2315982,-0.1898424,-0.9215933,-0.2471767,-109.4506,-109.7168,-154.2557
27.311,0.3220215,-0.5581055,0.7558594,107.5924,-1.659193,-2.197266,0.3051758,-0.4272461,2.723145,5.238281,-8.882813,11.91016,-77,-91,83,-0.2316895,-0.1894531,-0.9215088,-0.2476807,-109.4587,-109.7219,-154.3965
27.341,0.3273926,-0.5559082,0.7617188,107.5352,-1.574045,-3.540039,0.3662109,-0.9155273,2.723145,5.195313,-8.960938,12.21094,-77.60417,-92,83.25,-0.231834,-0.1890794,-0.9213318,-0.2484833,-109.4628,-109.7208,-154.6194
27.371,0.3283691,-0.5537109,0.7485352,107.686,-0.948302,-4.943848,0,-0.1220703,2.723145,5.269531,-8.835938,12.09375,-78,-95,84,-0.2319946,-0.1887207,-0.9210815,-0.2495117,-109.4612,-109.7125,-154.9007
27.401,0.3222656,-0.557373,0.7431641,107.7328,-0.1176041,-4.821777,-0.1831055,0.2441406,2.723145,5.195313,-8.957031,12.01953,-75.94325,-96.19853,83.15454,-0.2321889,-0.1885012,-0.9208054,-0.2505266,-109.4584,-109.703,-155.1869
27.432,0.3222656,-0.5605469,0.7373047,107.742,0.6742483,-2.441406,-0.2441406,0.2441406,2.723145,5.203125,-8.941406,11.73438,-71,-97,81,-0.2324219,-0.1883545,-0.9204712,-0.2516479,-109.4538,-109.691,-155.5094
27.462,0.3273926,-0.5639648,0.7373047,107.6364,0.8367253,2.624512,0,-0.06103516,2.723145,5.140625,-8.898438,11.86719,-74.01641,-95.86987,81,-0.2324219,-0.1883895,-0.9204269,-0.2517378,-109.4499,-109.6864,-155.5322
27.492,0.3354492,-0.5610352,0.7685547,107.5204,-0.2014916,-4.02832,-0.3051758,1.281738,2.723145,5.445313,-9.027344,12.11328,-82,-93,81,-0.2324219,-0.1885376,-0.9204102,-0.25177,-109.4433,-109.6795,-155.5373
27.522,0.3337402,-0.5651855,0.7558594,107.4531,-1.798921,-7.202148,-0.5493164,1.098633,2.723145,5.214844,-9.160156,12.16797,-80.5,-91.38393,81,-0.2326889,-0.1884537,-0.9199721,-0.2531615,-109.4317,-109.6587,-155.9361
27.552,0.3266602,-0.5639648,0.7333984,107.4064,-2.476325,-13.18359,-0.4272461,2.01416,2.723145,5.265625,-9.226563,12.14844,-75,-90,81,-0.2332764,-0.1882324,-0.9190674,-0.2561035,-109.4108,-109.619,-156.7928
27.582,0.3237305,-0.5656738,0.7209473,107.3916,-2.390141,-7.629395,1.464844,2.380371,2.723145,5.246094,-9.175781,11.69141,-74.28125,-91.6875,83.8125,-0.2332764,-0.1882324,-0.9184655,-0.2582014,-109.3463,-109.542,-157.3197
27.612,0.3117676,-0.5759277,0.7268066,107.5505,-0.8218064,-3.78418,0.5493164,1.586914,2.723145,5.097656,-9.367188,11.82031,-74,-96,90,-0.2332764,-0.1882324,-0.9179077,-0.2602539,-109.2828,-109.4667,-157.8394
27.642,0.3330078,-0.5739746,0.7539063,107.7112,1.172686,-3.295898,1.281738,1.159668,2.723145,5.328125,-9.105469,11.75,-75.5,-98.61932,88.375,-0.2332764,-0.1882706,-0.9175445,-0.2614817,-109.2435,-109.4205,-158.1563
27.672,0.3186035,-0.5778809,0.720459,107.7888,2.620889,-4.272461,-1.037598,1.220703,2.723145,5.164063,-9.277344,11.88672,-79,-101,83,-0.2332764,-0.1883545,-0.9172974,-0.2622681,-109.2161,-109.3886,-158.3611
27.702,0.307373,-0.5834961,0.7341309,107.6349,2.376237,-1.342773,0,0.6713867,2.723145,5.179688,-9.226563,11.72656,-78.6875,-100.375,83.25,-0.2332764,-0.1884155,-0.9172109,-0.2624446,-109.2085,-109.38,-158.4097
27.732,0.3132324,-0.5759277,0.7282715,107.3003,-0.1195891,4.455566,0.1220703,-1.281738,2.723145,4.953125,-9.253906,11.41797,-77,-98,85,-0.2332764,-0.1884766,-0.9171753,-0.2625122,-109.2041,-109.3752,-158.4278
27.762,0.3161621,-0.5895996,0.7419434,107.0864,-3.530817,1.525879,0.1220703,-0.06103516,2.723145,5.417969,-9.125,11.96875,-76,-98.125,83.25,-0.2332191,-0.1885134,-0.9173203,-0.2620506,-109.211,-109.3846,-158.294
27.792,0.3237305,-0.5727539,0.723877,107.0237,-5.59972,5.126953,-0.3662109,-1.342773,2.723145,5.214844,-9.324219,11.67969,-75,-99,79,-0.2330933,-0.1885376,-0.9176636,-0.2609863,-109.2298,-109.4095,-157.9883
27.822,0.3251953,-0.5710449,0.737793,107.1762,-4.867205,4.882813,-1.403809,-1.098633,2.723145,5.144531,-9.285156,11.99219,-74.39583,-100.5125,82.0625,-0.2330513,-0.1886495,-0.9180176,-0.2597455,-109.2595,-109.4461,-157.6587
27.852,0.3295898,-0.5681152,0.736084,107.3105,-1.959009,6.958008,-0.5493164,-1.586914,2.723145,5.089844,-9.265625,11.78516,-74,-103,90,-0.2330322,-0.1888428,-0.918457,-0.2581177,-109.3005,-109.4963,-157.2392
27.882,0.3205566,-0.5756836,0.7365723,107.4634,1.562186,5.79834,0.3051758,-0.9765625,2.723145,5.171875,-9.285156,11.90625,-75.5,-103,87.5625,-0.232843,-0.1889477,-0.918899,-0.2565924,-109.324,-109.529,-156.8141
27.912,0.3352051,-0.5703125,0.7524414,107.6082,3.869041,5.79834,0.4882813,-1.281738,2.723145,5.140625,-9.019531,11.64844,-79,-103,80,-0.2324829,-0.1890259,-0.9193726,-0.2550049,-109.3328,-109.5477,-156.3418
27.943,0.3234863,-0.5620117,0.7370605,107.7442,4.787532,0.9765625,-0.4272461,-0.5493164,2.723145,5.132813,-9.160156,12.07813,-78.86875,-101.715,82.24022,-0.2323552,-0.1890951,-0.9196415,-0.2540587,-109.3461,-109.567,-156.0807
27.973,0.3232422,-0.5629883,0.7443848,107.8567,4.582081,6.896973,0,-0.9765625,2.723145,5.109375,-9.039063,11.51953,-78,-99,89,-0.2322998,-0.1891479,-0.9197998,-0.253479,-109.3562,-109.5808,-155.9266
28.003,0.3337402,-0.560791,0.7617188,107.8129,3.616204,4.516602,-0.7324219,-0.9155273,2.723145,5.121094,-9.125,11.94922,-76.48927,-97.39171,86.10552,-0.2322323,-0.1892927,-0.9201007,-0.252368,-109.378,-109.6095,-155.6399
28.033,0.3198242,-0.5600586,0.7458496,107.6891,1.760547,3.78418,-0.4272461,-0.4882813,2.723145,5.179688,-9.011719,11.96875,-74,-96,78,-0.2321777,-0.1895142,-0.9204712,-0.2509766,-109.4068,-109.6471,-155.2896
28.063,0.3261719,-0.5595703,0.7424316,107.5966,-0.2449712,4.394531,-0.6713867,-0.9155273,2.723145,5.203125,-8.929688,12.04688,-74,-96.4375,75.91071,-0.2320946,-0.18965,-0.9207838,-0.249841,-109.4279,-109.6757,-154.9982
28.093,0.3410645,-0.5441895,0.7512207,107.496,-2.042733,5.310059,-0.06103516,-0.7324219,2.723145,5.179688,-8.902344,11.73438,-74,-98,75,-0.2319946,-0.1897583,-0.9210815,-0.2487793,-109.446,-109.7009,-154.723
28.123,0.3356934,-0.5576172,0.7531738,107.3842,-3.243779,3.234863,-0.3662109,0.1220703,2.723145,5.316406,-8.90625,12.01953,-74,-97.5,79.5,-0.2319267,-0.1899668,-0.9212659,-0.2479891,-109.4557,-109.7157,-154.5213
28.153,0.3168945,-0.5568848,0.7431641,107.2955,-3.430888,1.708984,-0.793457,-0.1831055,2.723145,5.179688,-8.929688,12.01172,-74,-96,90,-0.2318726,-0.1902466,-0.9213867,-0.2473755,-109.4588,-109.7227,-154.3644
28.183,0.328125,-0.5483398,0.7453613,107.2054,-3.270133,4.882813,0.6103516,-1.281738,2.723145,5.148438,-8.890625,12.05859,-74.3125,-93.625,89.5,-0.2317276,-0.1902466,-0.9216265,-0.246561,-109.4687,-109.7384,-154.143
28.213,0.3232422,-0.5456543,0.7404785,107.0435,-3.548523,3.295898,0,-0.5493164,2.723145,5.328125,-8.890625,12.01563,-75,-90,86,-0.2315063,-0.1902466,-0.921936,-0.2456665,-109.4727,-109.749,-153.8835
28.243,0.3354492,-0.5549316,0.7810059,106.8406,-4.180554,3.845215,0.9155273,-0.6713867,2.723145,5.214844,-8.878906,12.06641,-75,-90.5625,83.63194,-0.2313465,-0.1902847,-0.9220889,-0.2451763,-109.4697,-109.7496,-153.7346
28.273,0.3242188,-0.5441895,0.7475586,106.587,-5.250289,-2.563477,-0.9155273,0.3662109,2.723145,5.238281,-8.910156,12.24219,-75,-93,81,-0.2312012,-0.1903687,-0.9221802,-0.244873,-109.4608,-109.7429,-153.6317
