30.459,-0.9619141,0.003662109,0.2949219,-8.082627,0,-0.2441406,-0.1831055,-0.06103516,863.6909,-15.38672,0.03125,4.617188,-168.4375,-58.77083,37.5,-0.3229218,0.6761475,0.4354858,0.4988403,-2.705527,0,0,0
30.489,-0.9543457,-0.002929688,0.3049316,-8.645069,0,0.6103516,-0.06103516,0.06103516,863.698,-15.26563,0.0078125,4.808594,-165,-55,37.5,-0.322876,0.6761475,0.4354858,0.4988403,-2.707792,0,0,0
30.518,-0.9580078,0.007080078,0.291748,-9.113673,0,0.4882813,0.06103516,0.2441406,863.6968,-15.35938,0.00390625,4.734375,-165.5801,-56.04736,37.5,-0.3229441,0.6761295,0.4355038,0.4987865,-2.70823,0,0,0
30.549,-0.9621582,0.006835938,0.2839355,-9.328445,0,0.4272461,-0.3051758,0.1831055,863.6917,-15.41016,0.1171875,4.554688,-168,-60,37.5,-0.3231201,0.6760864,0.4355469,0.4986572,-2.708669,0,0,0
30.578,-0.9609375,0.001464844,0.295166,-9.152582,0,1.037598,-0.4882813,-0.06103516,863.6906,-15.40234,0.140625,4.550781,-167.0052,-59.71383,35.73624,-0.3232381,0.6760569,0.4356534,0.4985269,-2.715149,0,0,0
30.609,-0.9584961,-0.002441406,0.3054199,-8.824932,-0,0.9155273,-0.3662109,-0.1220703,863.6902,-15.35156,-0.0234375,4.984375,-164,-58,31.5,-0.3233643,0.6760254,0.4358521,0.4983521,-2.727927,0,0,0
30.638,-0.9606934,-0.003173828,0.3017578,-8.802542,-0,0.7324219,-0.1220703,0.1220703,863.6899,-15.34766,0.0390625,4.746094,-166.1103,-57.41331,32.90167,-0.3234823,0.6759753,0.4359996,0.4982269,-2.734313,0,0,0
30.669,-0.9611816,0.002197266,0.2939453,-8.843197,-0,1.037598,-0.06103516,-0.06103516,863.6897,-15.44922,0.09765625,4.765625,-172,-57,37.5,-0.3236084,0.6759033,0.4361572,0.4981079,-2.738918,0,0,0
30.698,-0.9633789,0.0078125,0.295166,-9.003285,-0,0.6713867,-0.1831055,-0.06103516,863.6897,-15.44141,0.07421875,4.6875,-170.4251,-58.40945,36.98022,-0.3237478,0.6758443,0.4362824,0.4979899,-2.74236,0,0,0
30.729,-0.9624023,-0.002197266,0.3034668,-8.884709,-0,0.6713867,-0.06103516,-0.06103516,863.6899,-15.36719,0.03125,4.773438,-165,-62,34.5,-0.3239136,0.6757813,0.4364014,0.4978638,-2.744676,0,0,0
30.758,-0.9626465,0.004638672,0.2907715,-8.715677,-0,0.4882813,0.06103516,-0.06103516,863.689,-15.34375,-0.03125,4.886719,-165.2258,-62.69005,33.05,-0.3240388,0.6757222,0.4364969,0.4977922,-2.744137,0,0,0
30.789,-0.9665527,-0.0007324219,0.2871094,-8.85108,-0,0.7324219,-0.06103516,0.06103516,863.6865,-15.34766,0.05859375,4.679688,-167,-63,31.5,-0.3241577,0.6756592,0.4365845,0.4977417,-2.741732,0,0,0
30.818,-0.9626465,0.007080078,0.2995605,-9.021017,-0,0,-0.1220703,0.1220703,863.6863,-15.39453,-0.046875,4.75,-168.9591,-60.70866,32.20083,-0.3241993,0.6756592,0.4366253,0.4976827,-2.745751,0,0,0
30.849,-0.9594727,0.006103516,0.2963867,-9.174604,-0,-0.06103516,-0.1831055,0.06103516,863.6863,-15.37891,0.0703125,4.65625,-172,-55,34.5,-0.3242188,0.6756592,0.4366455,0.4976196,-2.750436,0,0,0
30.878,-0.9616699,0.005615234,0.2937012,-8.994871,-0,-0.1220703,-0.4272461,0,863.687,-15.37109,0.1210938,4.644531,-171.1259,-57.16285,36.63469,-0.3242045,0.6756951,0.4366455,0.4975838,-2.755996,0,0,0
30.909,-0.9621582,0.005859375,0.2954102,-8.627491,-0,-0.1220703,-0.5493164,0.06103516,863.6887,-15.36719,0.0234375,4.648438,-168,-64,39.5,-0.3241577,0.6757813,0.4366455,0.4975586,-2.765235,0,0,0
30.938,-0.9604492,0,0.2983398,-8.464675,-0,0.1831055,-0.4272461,0,863.6898,-15.33594,0.1171875,4.785156,-168.9344,-63.3673,38.33194,-0.3241076,0.6758403,0.4366455,0.4974893,-2.776505,0,0,0
30.969,-0.9604492,0.001464844,0.3024902,-8.437892,-0,-0.6713867,-0.3662109,0.1831055,863.6909,-15.39453,0.01171875,4.859375,-172,-60,34.5,-0.3240356,0.6759033,0.4366455,0.4973755,-2.792556,0,0,0
30.998,-0.9592285,0.006835938,0.2978516,-8.543566,-0,-0.4882813,-0.2441406,0.06103516,863.6909,-15.35547,0.08984375,4.789063,-171.3595,-58.06667,32.83253,-0.3239556,0.6759623,0.4366276,0.4973755,-2.799257,0,0,0
31.029,-0.9645996,0.004882813,0.2976074,-8.668021,-0,-0.1220703,-0.3051758,0,863.6909,-15.44141,0.1171875,4.753906,-169,-56,31.5,-0.3238525,0.6760254,0.4365845,0.4973755,-2.806414,0,0,0
