64.184,-0.8514404,-0.4000244,-0.6563721,8.449684,0
64.214,-0.7564697,-0.3013916,-0.6655273,11.54911,0
64.244,-0.7679443,-0.3911133,-0.6015625,14.9624,0
64.274,-0.7232666,-0.2901611,-0.6419678,18.35452,0
64.304,-0.6550293,-0.3016357,-0.7192383,20.24727,0
64.334,-0.6392822,-0.2277832,-0.7081299,21.5447,90.43968
64.364,-0.7001953,-0.2084961,-0.6850586,23.06191,75.43204
64.394,-0.7310791,-0.2294922,-0.6958008,24.59221,60.5416
64.424,-0.8015137,-0.2159424,-0.6584473,26.21766,51.30265
64.455,-0.8105469,-0.1590576,-0.6300049,25.99106,41.91002
64.484,-0.7988281,-0.1800537,-0.6062012,24.97593,26.20634
64.514,-0.7871094,-0.2132568,-0.5654297,23.4268,2.694076
64.544,-0.7783203,-0.1739502,-0.5401611,22.09178,-20.79452
64.574,-0.7581787,-0.1861572,-0.5064697,21.33391,-35.94965
64.604,-0.8171387,-0.2058105,-0.4207764,20.33819,-38.77465
64.634,-0.8458252,-0.1479492,-0.3696289,19.06959,-37.67179
64.664,-0.869873,-0.0994873,-0.3452148,16.70256,-41.6033
64.694,-0.8554688,-0.01477051,-0.2683105,13.86936,-53.59499
64.724,-0.8474121,0.04138184,-0.1252441,10.64853,-71.61949
64.754,-0.7674561,0,-0.1606445,8.601172,-82.64904
64.784,-0.6806641,0.05395508,-0.1755371,7.388274,-81.83961
64.814,-0.7307129,-0.09216309,-0.2869873,6.957704,-66.87131
64.844,-2.019409,0.6485596,0.3143311,6.448184,-47.03929
64.874,-1.059326,0.3046875,0.02575684,5.402791,-31.54115
64.904,-0.5440674,-0.1490479,-0.4255371,5.475315,-21.0431
64.934,-0.932373,-0.3551025,-0.3221436,5.936077,-12.14624
64.964,-0.9637451,-0.4365234,-0.4290771,7.033747,-1.031985
64.994,-1.02063,0.1213379,-0.3422852,7.827438,11.66657
65.024,-1.005981,-0.04931641,-0.2133789,8.070038,20.46693
65.054,-0.9976807,-0.1546631,-0.1201172,8.137603,19.53049
65.084,-1.016724,-0.05053711,-0.145752,8.134414,13.85319
65.114,-0.9764404,-0.05664063,-0.2012939,7.907268,5.101041
65.144,-0.970459,-0.1342773,-0.190918,7.548016,-1.79868
65.174,-0.9580078,-0.2052002,-0.2376709,7.012896,-6.934877
65.204,-0.9689941,-0.1403809,-0.2764893,6.750876,-10.14994
65.234,-0.9633789,-0.08728027,-0.2905273,6.557209,-11.32411
65.264,-0.9851074,-0.07336426,-0.2591553,6.246547,-10.98861
65.294,-0.9378662,-0.1765137,-0.2674561,5.854967,-10.43615
65.324,-0.9364014,-0.1473389,-0.2667236,5.353354,-10.75819
65.354,-0.9394531,-0.1846924,-0.2955322,4.393286,-15.03914
65.383,-0.9414063,-0.199707,-0.3258057,3.224569,-21.71819
65.414,-0.9406738,-0.2019043,-0.3289795,2.273839,-27.41801
65.443,-0.932251,-0.1580811,-0.3016357,2.02004,-28.33838
65.473,-0.907959,-0.1118164,-0.3106689,2.023544,-23.70535
65.503,-0.946167,-0.08276367,-0.2572021,1.67801,-16.69967
65.533,-0.9217529,-0.0255127,-0.1546631,1.057986,-12.06998
0.027,-0.9328613,0.07995605,-0.09094238,-0.0938042,0.0290768
0.057,-0.9232178,0.03723145,-0.1091309,-0.2968781,0.02887333
0.088,-0.8660889,-0.2218018,-0.1817627,-0.5214807,0.02888103
0.117,-1.162476,-0.2409668,-0.4620361,-0.5183111,0.02636151
0.147,-1.104248,-0.0847168,-0.4163818,-0.4766431,0.02198552
0.177,-1.172852,0.008789063,-0.3657227,-0.2082777,-1.068411
0.207,-1.134033,0.1451416,-0.4013672,0.2523983,3.555895
0.237,-1.129517,0.2120361,-0.37146,1.022951,9.87724
0.267,-1.121582,0.22229,-0.2818604,2.468502,18.94621
0.297,-1.094971,-0.01171875,-0.3747559,4.629216,32.69542
0.327,-0.9804688,-0.272583,-0.5372314,7.485438,50.51865
0.357,-0.8277588,-0.3874512,-0.6171875,9.860592,66.27538
0.386,-0.7479248,-0.3239746,-0.6890869,11.17961,72.57078
0.416,-0.680542,-0.3979492,-0.6728516,13.0836,72.10855
0.446,-0.7076416,-0.3857422,-0.6253662,15.49814,69.63012
0.477,-0.7156982,-0.336792,-0.6081543,20.01835,77.96312
0.506,-0.6608887,-0.3048096,-0.6418457,24.17818,96.00121
0.536,-0.6966553,-0.2564697,-0.6328125,27.64034,114.2546
0.566,-0.7025146,-0.1986084,-0.6376953,29.27209,115.855
0.596,-0.7043457,-0.1976318,-0.6756592,29.77597,98.00301
0.626,-0.78479,-0.170166,-0.6330566,29.58029,63.25279
0.656,-0.8010254,-0.149292,-0.6185303,28.83275,28.18721
0.686,-0.8033447,-0.1677246,-0.6085205,27.2515,-3.293219
0.716,-0.8018799,-0.2006836,-0.5552979,24.98252,-28.35121
0.746,-0.8045654,-0.1918945,-0.4902344,21.99032,-51.71692
0.776,-0.8172607,-0.1871338,-0.4763184,18.95826,-72.29184
0.806,-0.8187256,-0.1308594,-0.3865967,16.58033,-84.88955
0.836,-0.8461914,-0.1115723,-0.2832031,15.30379,-83.78783
0.867,-0.8616943,-0.02209473,-0.151123,13.63947,-74.97897
0.896,-0.7247314,0.1462402,-0.1541748,11.85667,-64.4705
0.926,-0.7198486,0.1691895,-0.1380615,9.164009,-61.63864
0.956,-0.6846924,-0.02087402,-0.2282715,6.616752,-66.71749
0.986,-1.140015,0.04162598,-0.0612793,4.590856,-73.84268
1.016,-1.733887,0.4624023,0.2272949,3.285,-72.8364
1.046,-0.9641113,-0.02233887,-0.02844238,2.716177,-62.25275
1.076,-0.7485352,-0.1831055,-0.4631348,3.19457,-40.81407
