24.13,-1.005371,0.06811523,0.02807617,-5.564174,0,0.2441406,2.929688,-3.90625,874.3528,-16.14453,1.023438,0.3710938,-12.0625,265.8125,109.2946,0.5949961,-0.4246435,-0.5546436,-0.397631,9.554705
24.16,-1.003174,0.06298828,0.03320313,-5.406479,0,0.1831055,2.685547,-3.173828,874.3523,-16.05859,1.027344,0.484375,-10,265,110,0.5950928,-0.423645,-0.5546265,-0.3985596,9.631566
24.19,-1.007813,0.05981445,0.03076172,-5.218732,0,-0.2441406,1.159668,-1.708984,874.3519,-16.13281,0.9921875,0.5195313,-12.3125,262.8482,107.9375,0.5950928,-0.423176,-0.5545959,-0.3990444,9.669535
24.22,-1.008545,0.0612793,0.02539063,-5.025054,0,0.1831055,-0.06103516,0.1220703,874.3516,-16.13281,0.9765625,0.5703125,-18,259,103,0.5950928,-0.4229126,-0.5545654,-0.399353,9.690906
24.25,-1.005127,0.06079102,0.02612305,-4.840355,0,0.4882813,-1.220703,1.342773,874.3517,-16.10156,0.9726563,0.5117188,-17.25,259.875,103.25,0.5951309,-0.4230003,-0.5546379,-0.3991165,9.680046
24.28,-1.005127,0.06445313,0.03613281,-4.737341,5.739252,0.4272461,-1.831055,1.647949,874.3521,-16.10547,0.9414063,0.5585938,-14,263,105,0.5952148,-0.4233398,-0.5548096,-0.3984375,9.643566
24.31,-1.003906,0.06567383,0.02856445,-4.717308,4.833071,0.793457,-2.01416,2.258301,874.3509,-16.08594,1.023438,0.4570313,-14.375,262.875,107.375,0.5952517,-0.4237255,-0.5549316,-0.3978031,9.605352
24.34,-1.005127,0.0690918,0.03417969,-4.76158,3.154296,0.7324219,-2.13623,2.441406,874.3481,-16.13281,1.046875,0.5625,-16,262,111,0.5952759,-0.4242554,-0.5550537,-0.3970337,9.553973
24.37,-1.007813,0.06762695,0.02197266,-4.97934,0.4618386,-0.3051758,-2.13623,1.525879,874.3447,-16.08594,1.03125,0.4179688,-16.60417,260.4875,110.875,0.5952606,-0.4246668,-0.5551275,-0.3965213,9.517433
24.4,-1.006348,0.06518555,0.02001953,-5.341472,-3.11986,0.3051758,-0.6713867,1.647949,874.3401,-16.10938,1.027344,0.3359375,-17,258,110,0.5952148,-0.4250488,-0.5551758,-0.3961182,9.486739
24.43,-1.006836,0.0690918,0.02514648,-5.580958,-6.007939,0.1831055,-0.793457,1.281738,874.3401,-16.01953,1.074219,0.390625,-17.85417,258.6875,108.1667,0.5952492,-0.4252489,-0.5551453,-0.3958287,9.459025
24.46,-1.004395,0.06835938,0.02587891,-5.790442,-7.796129,0.1220703,0.793457,0,874.3401,-16.08984,1.152344,0.3203125,-19,261,105,0.5953369,-0.425354,-0.5550537,-0.3956299,9.432578
